make_model,price,body_type,warranty,mileage,gearbox,fuel_type,colour,seats,engine_size,gears,co2_emissions,drivetrain,non_smoker,emission_sticker,upholstery,power_kW,fuel_consumption_comb,age,safety_security_package,comfort_convenience_package,ent_media_package
Opel Grandland X,32440.0, Off-Road/Pick-up,Yes,20500.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,36.0,4WD,Yes,Green,Cloth,221.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,31989.0, Off-Road/Pick-up,Yes,41600.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,126.0,4WD,Yes,Green,Cloth,147.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Grandland X,31989.0, Off-Road/Pick-up,Yes,28850.0,Automatic,Benzine,Black,5.0,1598.0,8.0,35.0,Front,Yes,Green,Cloth,165.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,32950.0, Off-Road/Pick-up,Yes,25744.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,34.0,4WD,Yes,Green,Cloth,221.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,27950.0, Off-Road/Pick-up,No,42000.0,Automatic,Diesel,Black,5.0,1997.0,8.0,128.0,Front,Yes,Green,Cloth,130.0,4.9,2.0,Advanced,Advanced,Advanced
Opel Grandland X,24989.0, Off-Road/Pick-up,Yes,54700.0,Automatic,Diesel,Black,5.0,1997.0,8.0,122.0,Front,Yes,Green,Cloth,130.0,4.6,2.0,Advanced,Advanced,Advanced
Opel Grandland X,29990.0, Off-Road/Pick-up,Yes,24937.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,35.0,Front,Yes,Green,Cloth,165.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Grandland X,20490.0, Off-Road/Pick-up,No,20500.0,Manual,Benzine,White,5.0,1199.0,6.0,114.0,Front,Yes,Green,Cloth,96.0,4.4,2.0,Advanced,Advanced,Advanced
Opel Grandland X,28990.0, Off-Road/Pick-up,No,8900.0,Automatic,Diesel,Red,5.0,1997.0,8.0,128.0,Front,Yes,Green,Cloth,130.0,4.9,2.0,Advanced,Advanced,Advanced
Opel Grandland X,33330.0, Off-Road/Pick-up,Yes,33500.0,Automatic,Benzine,Grey,5.0,1600.0,8.0,126.0,4WD,Yes,No sticker,Cloth,221.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Grandland X,23997.0, Off-Road/Pick-up,No,23411.0,Manual,Diesel,Black,5.0,1499.0,6.0,111.0,Front,Yes,No sticker,Cloth,96.0,4.2,2.0,Advanced,Advanced,Advanced
Opel Grandland X,30850.0, Off-Road/Pick-up,No,55669.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,35.0,Front,No,Green,Cloth,165.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,19980.0, Off-Road/Pick-up,No,35945.0,Manual,Benzine,Grey,5.0,1199.0,6.0,116.0,Front,Yes,Green,Cloth,96.0,5.1,2.0,Enhanced,Advanced,Advanced
Opel Grandland X,32489.0, Off-Road/Pick-up,Yes,42112.0,Automatic,Benzine,Black,5.0,1598.0,8.0,126.0,4WD,Yes,No sticker,Cloth,147.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Grandland X,23990.0, Off-Road/Pick-up,Yes,35491.0,Automatic,Diesel,Grey,5.0,1499.0,8.0,108.0,Front,No,Green,Cloth,96.0,3.9,2.0,Advanced,Advanced,Advanced
Opel Grandland X,18900.0, Off-Road/Pick-up,Yes,27786.0,Manual,Benzine,Grey,5.0,1199.0,6.0,105.0,Front,No,Green,Cloth,96.0,6.4,2.0,Advanced,Advanced,Advanced
Opel Grandland X,22490.0, Off-Road/Pick-up,No,21000.0,Manual,Benzine,Grey,5.0,1199.0,6.0,114.0,Front,No,Green,Cloth,96.0,4.4,2.0,Advanced,Advanced,Advanced
Opel Grandland X,31389.0, Off-Road/Pick-up,No,68990.0,Automatic,Benzine,White,5.0,1598.0,8.0,126.0,4WD,Yes,Green,Cloth,147.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Grandland X,33900.0, Off-Road/Pick-up,No,2050.0,Automatic,Benzine,White,5.0,1598.0,8.0,34.0,4WD,Yes,Green,Full leather,221.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,22999.0, Off-Road/Pick-up,No,16305.0,Manual,Benzine,Blue,5.0,1199.0,8.0,114.0,Front,Yes,Green,Cloth,96.0,4.4,2.0,Advanced,Advanced,Advanced
Opel Grandland X,36450.0, Off-Road/Pick-up,No,12876.0,Automatic,Benzine,Blue,5.0,1598.0,8.0,34.0,4WD,Yes,Green,Cloth,221.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,22470.0, Off-Road/Pick-up,Yes,40400.0,Manual,Diesel,White,5.0,1499.0,6.0,105.0,Front,Yes,Green,Cloth,96.0,4.1,2.0,Advanced,Advanced,Advanced
Opel Grandland X,23950.0, Off-Road/Pick-up,Yes,1354.0,Manual,Diesel,Grey,5.0,1499.0,6.0,136.0,Front,Yes,Green,Cloth,96.0,3.9,2.0,Advanced,Advanced,Advanced
Opel Grandland X,24989.0, Off-Road/Pick-up,Yes,60000.0,Automatic,Diesel,Silver,5.0,1997.0,8.0,122.0,Front,Yes,No sticker,Cloth,130.0,4.6,2.0,Advanced,Advanced,Advanced
Opel Grandland X,23989.0, Off-Road/Pick-up,Yes,20300.0,Automatic,Diesel,White,5.0,1499.0,8.0,108.0,Front,Yes,Green,Cloth,96.0,4.1,2.0,Advanced,Advanced,Advanced
Opel Grandland X,32950.0, Off-Road/Pick-up,No,4590.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,132.0,Front,Yes,Green,Cloth,133.0,5.8,2.0,Advanced,Advanced,Advanced
Opel Grandland X,24380.0, Off-Road/Pick-up,No,12431.0,Manual,Diesel,Red,5.0,1499.0,6.0,103.0,Front,Yes,Green,Cloth,96.0,3.9,2.0,Advanced,Advanced,Advanced
Opel Grandland X,36450.0, Off-Road/Pick-up,Yes,8550.0,Automatic,Benzine,Grey,5.0,1598.0,8.0,34.0,4WD,No,Green,Cloth,147.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,23965.0, Off-Road/Pick-up,Yes,40915.0,Automatic,Benzine,Grey,5.0,1199.0,8.0,114.0,Front,Yes,No sticker,Cloth,96.0,5.15,2.0,Advanced,Advanced,Advanced
Opel Grandland X,36950.0, Off-Road/Pick-up,Yes,23979.0,Automatic,Benzine,White,5.0,1598.0,8.0,34.0,4WD,No,Green,alcantara,221.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Opel Grandland X,24765.0, Off-Road/Pick-up,Yes,19500.0,Automatic,Benzine,Grey,5.0,1199.0,8.0,114.0,Front,Yes,Green,Other,96.0,5.15,2.0,Advanced,Advanced,Advanced
Opel Grandland X,24990.0, Off-Road/Pick-up,Yes,15350.0,Manual,Diesel,Grey,5.0,1499.0,6.0,111.0,Front,Yes,Green,Cloth,96.0,4.2,2.0,Advanced,Advanced,Advanced
Opel Grandland X,23998.0, Off-Road/Pick-up,Yes,30388.0,Manual,Benzine,White,5.0,1199.0,8.0,112.0,Front,Yes,Green,Cloth,96.0,4.9,2.0,Advanced,Advanced,Advanced
Opel Grandland X,24990.0, Off-Road/Pick-up,No,7383.0,Manual,Benzine,Red,5.0,1199.0,6.0,117.0,Front,No,Green,Other,96.0,5.1,2.0,Advanced,Advanced,Advanced
Opel Grandland X,27495.0, Sedan,Yes,24500.0,Manual,Benzine,Black,5.0,1199.0,6.0,114.0,Front,Yes,Green,Cloth,96.0,5.318103448275862,2.0,Advanced,Advanced,Enhanced
Opel Grandland X Grandland 1.5,24990.0, Off-Road/Pick-up,Yes,11700.0,Automatic,Diesel,Silver,5.0,1499.0,8.0,108.0,Front,Yes,No sticker,Velour,96.0,4.1,2.0,Advanced,Advanced,Advanced
Opel Insignia,23980.0, Station wagon,Yes,32200.0,Manual,Diesel,Blue,5.0,1956.0,6.0,125.0,Front,Yes,Green,Cloth,125.0,4.7,2.0,Advanced,Advanced,Advanced
Opel Insignia,34990.0, Station wagon,Yes,4500.0,Manual,Diesel,Grey,5.0,1955.0,6.0,109.0,Front,Yes,Green,Cloth,128.0,4.2,2.0,Advanced,Advanced,Advanced
Opel Insignia,24870.0, Station wagon,No,27679.0,Manual,Diesel,Silver,5.0,1956.0,6.0,125.0,Front,Yes,Green,Full leather,125.0,4.7,2.0,Advanced,Enhanced,Basic
Opel Insignia,34389.0, Station wagon,Yes,54500.0,Automatic,Diesel,White,5.0,1956.0,8.0,180.0,4WD,Yes,Green,Cloth,154.0,6.8,2.0,Advanced,Advanced,Advanced
Opel Insignia,23990.0, Station wagon,No,33531.0,Automatic,Diesel,Silver,5.0,1598.0,6.0,123.0,Front,No,Green,Cloth,100.0,4.7,2.0,Advanced,Advanced,Advanced
Opel Insignia,39870.0, Station wagon,No,5178.0,Automatic,Benzine,Grey,5.0,1998.0,9.0,163.0,4WD,Yes,Green,Cloth,169.0,7.4,2.0,Advanced,Advanced,Advanced
Opel Insignia,24990.0, Station wagon,Yes,4993.0,Manual,Diesel,Blue,5.0,1496.0,6.0,100.0,Front,Yes,Green,Cloth,90.0,5.554255461377533,2.0,Advanced,Advanced,Advanced
Opel Insignia,28250.0, Station wagon,Yes,29901.0,Automatic,Benzine,Grey,5.0,1490.0,6.0,125.0,Front,Yes,Green,Cloth,121.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Insignia,29880.0, Station wagon,No,18979.0,Automatic,Diesel,Black,5.0,1995.0,6.0,113.0,Front,No,Green,Cloth,128.0,4.3,2.0,Advanced,Advanced,Advanced
Opel Insignia,28250.0, Station wagon,Yes,29901.0,Automatic,Benzine,Black,5.0,1490.0,6.0,125.0,Front,Yes,Green,Cloth,121.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Insignia,27850.0, Station wagon,Yes,29601.0,Automatic,Benzine,Black,5.0,1490.0,6.0,125.0,Front,Yes,Green,Cloth,121.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Insignia,31990.0, Station wagon,Yes,29100.0,Automatic,Diesel,White,5.0,1956.0,8.0,180.0,4WD,Yes,Green,Cloth,154.0,6.8,2.0,Advanced,Advanced,Advanced
Opel Insignia,27900.0, Station wagon,No,29510.0,Automatic,Diesel,Black,5.0,1956.0,8.0,140.0,Front,Yes,Green,Cloth,125.0,5.485714285714286,2.0,Advanced,Advanced,Advanced
Opel Insignia,17995.0, Station wagon,Yes,88167.0,Manual,Benzine,Grey,5.0,1490.0,6.0,127.0,Front,Yes,Green,Cloth,103.0,5.5,2.0,Advanced,Advanced,Advanced
Opel Insignia,27400.0, Station wagon,No,30800.0,Automatic,Benzine,Blue,5.0,1490.0,6.0,125.0,Front,Yes,Green,Cloth,121.0,6.2,2.0,Advanced,Advanced,Advanced
Opel Insignia,30990.0, Station wagon,Yes,72323.0,Automatic,Diesel,Black,5.0,1956.0,6.0,180.0,4WD,Yes,No sticker,Cloth,154.0,6.8,2.0,Advanced,Advanced,Advanced
Opel Insignia,26950.0, Station wagon,No,24000.0,Manual,Diesel,Grey,5.0,1995.0,6.0,108.0,Front,No,No sticker,Cloth,128.0,4.1,2.0,Advanced,Advanced,Advanced
Opel Insignia,23980.0, Sedan,Yes,23677.0,Manual,Diesel,Grey,5.0,1956.0,6.0,123.0,Front,No,No sticker,Cloth,125.0,4.7,2.0,Advanced,Advanced,Advanced
Opel Insignia,26890.0, Sedan,Yes,43200.0,Automatic,Diesel,Blue,5.0,1995.0,8.0,0.0,4WD,Yes,Green,Cloth,128.0,4.4,2.0,Advanced,Advanced,Advanced
Opel Insignia,19990.0, Sedan,Yes,10400.0,Manual,Diesel,Blue,5.0,1598.0,6.0,106.0,4WD,Yes,Green,Cloth,100.0,4.3,2.0,Advanced,Advanced,Advanced
Opel Insignia,18990.0, Sedan,Yes,114834.0,Manual,Diesel,Blue,5.0,1598.0,6.0,106.0,4WD,Yes,Green,Cloth,100.0,4.3,2.0,Advanced,Advanced,Advanced
Opel Insignia,38900.0, Sedan,No,9482.0,Automatic,Benzine,Black,5.0,1998.0,8.0,161.0,4WD,Yes,Green,Cloth,169.0,7.1,2.0,Advanced,Advanced,Advanced
Opel Vivaro,23980.0, Station wagon,Yes,61200.0,Manual,Diesel,White,3.0,1997.0,6.0,142.0,Front,Yes,Green,Part leather,110.0,5.4,2.0,Advanced,Advanced,Advanced
Opel Zafira Life,49950.0, Station wagon,No,47000.0,Automatic,Diesel,White,5.0,1997.0,8.0,143.0,Front,No,Green,Cloth,130.0,5.4,2.0,Advanced,Advanced,Advanced
Opel Zafira Life,42977.0, Station wagon,Yes,31850.0,Automatic,Diesel,Black,8.0,1997.0,6.0,196.0,Front,Yes,Green,Cloth,130.0,7.5,2.0,Advanced,Advanced,Enhanced
Opel Zafira Life,41977.0, Station wagon,Yes,34100.0,Automatic,Diesel,Black,8.0,1997.0,6.0,195.0,Front,Yes,Green,Part leather,130.0,7.4,2.0,Advanced,Advanced,Enhanced
Opel Zafira Life,39850.0, Station wagon,No,39000.0,Manual,Diesel,White,8.0,1997.0,6.0,142.0,Front,No,Green,Cloth,110.0,5.4,2.0,Advanced,Advanced,Advanced
Opel Zafira Life,37490.0, Station wagon,Yes,84250.0,Manual,Diesel,Silver,8.0,1997.0,6.0,142.0,Front,Yes,Green,Other,110.0,5.4,2.0,Advanced,Advanced,Advanced
Peugeot 108,13990.0, Compact,No,21500.0,Manual,Benzine,Grey,4.0,998.0,5.0,85.0,Front,No,Green,Cloth,53.0,5.363296118968507,2.0,Advanced,Enhanced,Advanced
Peugeot 108,13990.0, Compact,Yes,11455.0,Manual,Benzine,Green,4.0,998.0,5.0,85.0,Front,No,Green,Cloth,53.0,5.363296118968507,2.0,Advanced,Enhanced,Advanced
Peugeot 108,13990.0, Compact,Yes,9108.0,Manual,Benzine,Grey,4.0,998.0,5.0,85.0,Front,No,Green,Cloth,53.0,5.363296118968507,2.0,Advanced,Enhanced,Advanced
Peugeot 108,11590.0, Compact,No,24932.0,Manual,Benzine,White,4.0,998.0,5.0,88.0,Front,No,Green,Cloth,53.0,5.363296118968507,2.0,Advanced,Advanced,Advanced
Peugeot 108,11790.0, Compact,No,113.0,Manual,Benzine,White,4.0,998.0,5.0,115.0,Front,No,Green,Cloth,53.083333333333336,3.9,2.0,Advanced,Enhanced,Basic
Peugeot 108,13450.0, Compact,Yes,12189.0,Manual,Benzine,Grey,4.0,998.0,5.0,85.0,Front,No,Green,Cloth,54.0,5.363296118968507,2.0,Enhanced,Advanced,Advanced
Peugeot 108,11990.0, Compact,No,23061.0,Manual,Benzine,Brown,4.0,1000.0,5.0,112.0,Front,No,Green,alcantara,53.0,5.363296118968507,2.0,Enhanced,Basic,Advanced
Peugeot 108,12990.0, Compact,Yes,10250.0,Manual,Benzine,Black,4.0,998.0,5.0,115.0,Front,No,No sticker,Full leather,53.0,3.9,2.0,Advanced,Advanced,Advanced
Peugeot 108,13750.0, Compact,No,2095.0,Manual,Benzine,Blue,4.0,998.0,5.0,85.0,Front,Yes,Red,Cloth,53.0,5.363296118968507,2.0,Advanced,Advanced,Advanced
Peugeot 108,10999.0, Compact,No,29358.0,Manual,Benzine,White,4.0,998.0,5.0,115.0,Front,No,Yellow,Cloth,53.083333333333336,3.9,2.0,Advanced,Enhanced,Advanced
Peugeot 108,12700.0, Compact,Yes,27917.0,Manual,Benzine,Silver,4.0,998.0,5.0,0.0,Front,Yes,Yellow,Cloth,54.0,5.363296118968507,2.0,Enhanced,Advanced,Advanced
Peugeot 108,12900.0, Compact,No,14395.0,Manual,Benzine,Silver,4.0,998.0,5.0,85.0,Front,Yes,Green,Part leather,53.0,5.363296118968507,2.0,Advanced,Advanced,Advanced
Peugeot 108,9980.0, Compact,No,48932.0,Manual,Benzine,Black,4.0,998.0,5.0,85.0,Front,No,Green,Cloth,53.0,5.363296118968507,2.0,Enhanced,Enhanced,Advanced
Peugeot 108,11890.0, Compact,Yes,25917.0,Manual,Benzine,Grey,4.0,998.0,5.0,85.0,Front,No,Green,alcantara,53.0,3.9,2.0,Enhanced,Enhanced,Basic
Peugeot 108,11690.0, Compact,Yes,22997.0,Manual,Benzine,Grey,4.0,998.0,5.0,85.0,Front,No,Green,Cloth,53.0,3.9,2.0,Enhanced,Enhanced,Advanced
Peugeot 108,12990.0, Convertible,Yes,12499.0,Manual,Benzine,Black,4.0,998.0,5.0,85.0,Front,Yes,Green,Full leather,53.0,7.766458371526766,2.0,Advanced,Enhanced,Advanced
Peugeot 108,14345.0, Convertible,Yes,4265.0,Manual,Benzine,Black,5.0,998.0,5.0,85.0,Front,No,Green,Part leather,53.0,7.766458371526766,2.0,Enhanced,Advanced,Advanced
Peugeot 108,12790.0, Convertible,Yes,13956.0,Manual,Benzine,Black,4.0,998.0,5.0,115.0,Front,Yes,Green,Cloth,53.0,7.766458371526766,2.0,Enhanced,Advanced,Advanced
Peugeot 108,13900.0, Convertible,Yes,25500.0,Manual,Benzine,Black,4.0,998.0,5.0,85.0,Front,Yes,Green,Cloth,53.0,7.766458371526766,2.0,Enhanced,Advanced,Advanced
Peugeot 108,12490.0, Sedan,Yes,20988.0,Manual,Benzine,Red,4.0,998.0,5.0,85.0,Front,No,Green,alcantara,53.0,5.542237091073075,2.0,Advanced,Enhanced,Advanced
Peugeot 108,12490.0, Sedan,Yes,13450.0,Manual,Benzine,Blue,4.0,998.0,5.0,85.0,Front,Yes,No sticker,Cloth,53.0,5.542237091073075,2.0,Advanced,Advanced,Advanced
Peugeot 108,12990.0, Sedan,No,4785.0,Manual,Benzine,Grey,4.0,998.0,5.0,88.0,Front,No,Green,Full leather,53.0,5.542237091073075,2.0,Enhanced,Advanced,Advanced
Peugeot 108,12900.0, Sedan,No,21830.0,Manual,Benzine,Grey,4.0,998.0,5.0,88.0,Front,No,No sticker,Cloth,53.0,5.542237091073075,2.0,Enhanced,Advanced,Advanced
Peugeot 108,12900.0, Sedan,No,30490.0,Manual,Benzine,Blue,4.0,998.0,5.0,88.0,Front,No,Green,Full leather,53.0,5.542237091073075,2.0,Enhanced,Advanced,Advanced
Peugeot 108,12900.0, Sedan,No,7000.0,Manual,Benzine,Red,4.0,998.0,5.0,88.0,Front,No,Green,Full leather,53.0,5.542237091073075,2.0,Enhanced,Advanced,Advanced
Peugeot 108,11490.0, Sedan,No,26830.0,Manual,Benzine,Red,4.0,998.0,5.0,85.0,Front,Yes,No sticker,Full leather,53.0,5.542237091073075,2.0,Advanced,Advanced,Advanced
Peugeot 2008,21390.0, Off-Road/Pick-up,Yes,50503.0,Manual,Diesel,Orange,5.0,1499.0,6.0,105.0,Front,No,Green,Part leather,74.0,4.5,2.0,Enhanced,Advanced,Enhanced
Peugeot 2008,24990.0, Off-Road/Pick-up,No,25119.0,Automatic,Diesel,Blue,5.0,1499.0,6.0,100.0,Front,No,Green,Part leather,96.0,5.814927816912568,2.0,Enhanced,Enhanced,Advanced
Peugeot 2008,17890.0, Off-Road/Pick-up,Yes,89018.0,Manual,Diesel,White,5.0,1499.0,6.0,105.0,Front,No,Green,Part leather,74.0,4.5,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,17790.0, Off-Road/Pick-up,Yes,94713.0,Manual,Diesel,White,5.0,1499.0,6.0,105.0,Front,No,No sticker,Other,74.0,4.5,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,17590.0, Off-Road/Pick-up,Yes,113192.0,Manual,Diesel,White,5.0,1499.0,6.0,105.0,Front,No,Green,Other,74.0,4.5,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,26700.0, Off-Road/Pick-up,Yes,37500.0,Automatic,Diesel,Orange,5.0,1498.0,8.0,100.0,Front,No,Green,Other,96.0,3.91875,2.0,Advanced,Advanced,Advanced
Peugeot 2008,21950.0, Off-Road/Pick-up,No,40900.0,Manual,Benzine,Grey,5.0,1199.0,6.0,105.0,Front,Yes,Green,alcantara,74.0,4.884693877551021,2.0,Advanced,Advanced,Advanced
Peugeot 2008,19700.0, Off-Road/Pick-up,Yes,68486.0,Manual,Diesel,Orange,5.0,1499.0,6.0,105.0,Front,No,Green,alcantara,74.0,5.814927816912568,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,28890.0, Off-Road/Pick-up,Yes,33897.0,Automatic,Benzine,Black,5.0,1199.0,8.0,113.0,Front,No,Green,alcantara,114.0,5.15,2.0,Advanced,Advanced,Advanced
Peugeot 2008,19700.0, Off-Road/Pick-up,Yes,68486.0,Manual,Diesel,Orange,5.0,1499.0,6.0,105.0,Front,No,Green,alcantara,74.0,3.91875,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,21900.0, Off-Road/Pick-up,Yes,39057.0,Automatic,Diesel,White,5.0,1499.0,8.0,105.0,Front,No,No sticker,alcantara,96.0,5.814927816912568,2.0,Basic,Basic,Enhanced
Peugeot 2008,22990.0, Off-Road/Pick-up,Yes,39324.0,Manual,Diesel,White,5.0,1499.0,6.0,105.0,Front,No,Green,alcantara,74.0,5.814927816912568,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,19990.0, Off-Road/Pick-up,Yes,43900.0,Manual,Benzine,White,5.0,1199.0,6.0,105.0,Front,No,Green,Full leather,74.0,4.6,2.0,Enhanced,Basic,Enhanced
Peugeot 2008,21900.0, Off-Road/Pick-up,Yes,70617.0,Manual,Diesel,Red,5.0,1499.0,6.0,96.0,Front,No,Green,Part leather,75.0,5.814927816912568,2.0,Advanced,Advanced,Advanced
Peugeot 2008,29999.0, Off-Road/Pick-up,No,10.0,Automatic,Benzine,Black,5.0,1199.0,6.0,0.0,Front,No,Green,Velour,100.66666666666669,5.814927816912568,2.0,Advanced,Advanced,Enhanced
Peugeot 2008,20990.0, Off-Road/Pick-up,Yes,48836.0,Manual,Benzine,Grey,5.0,1199.0,6.0,103.0,Front,No,Green,Full leather,96.0,4.5,2.0,Advanced,Advanced,Advanced
Peugeot 2008,25950.0, Off-Road/Pick-up,Yes,4664.0,Manual,Benzine,Black,5.0,1199.0,6.0,103.0,Front,Yes,Green,Full leather,96.0,4.884693877551021,2.0,Advanced,Advanced,Enhanced
Peugeot 2008,24980.0, Station wagon,No,24475.0,Manual,Benzine,Grey,5.0,1199.0,6.0,124.0,Front,No,Green,Cloth,96.0,5.3,2.0,Enhanced,Advanced,Enhanced
Peugeot 2008,21400.0, Sedan,Yes,25175.0,Manual,Diesel,White,5.0,1500.0,6.0,105.0,Front,No,Green,Full leather,74.0,3.909564393939394,2.0,Enhanced,Advanced,Enhanced
Peugeot 2008 2008 1.2,23900.0, Station wagon,No,29600.0,Manual,Benzine,Black,5.0,1199.0,6.0,103.0,Front,No,Green,Part leather,96.0,4.5,2.0,Advanced,Advanced,Advanced
Peugeot 208,20490.0, Compact,Yes,30800.0,Manual,Benzine,White,5.0,1199.0,6.0,105.0,Front,No,Green,Cloth,75.0,4.2,2.0,Enhanced,Basic,Basic
Peugeot 208,14850.0, Compact,Yes,12975.0,Manual,Benzine,Grey,5.0,1200.0,5.0,110.0,Front,No,Green,Cloth,55.0,4.646601941747573,2.0,Enhanced,Basic,Advanced
Peugeot 208,13900.0, Compact,Yes,30000.0,Manual,Benzine,Grey,5.0,1199.0,6.0,105.0,Front,No,Green,Cloth,75.0,4.2,2.0,Enhanced,Advanced,Advanced
Peugeot 208,24900.0, Compact,No,7530.0,Automatic,Benzine,Yellow,5.0,1200.0,8.0,101.0,Front,No,No sticker,Cloth,96.0,4.5,2.0,Advanced,Basic,Advanced
Peugeot 208,24950.0, Compact,Yes,19904.0,Manual,Benzine,Blue,5.0,1199.0,5.0,96.0,Front,No,Green,alcantara,74.0,4.646601941747573,2.0,Advanced,Advanced,Advanced
Peugeot 208,17190.0, Compact,No,46097.0,Manual,Benzine,Grey,5.0,1200.0,6.0,123.0,Front,No,Green,Cloth,74.0,4.4,2.0,Advanced,Basic,Advanced
Peugeot 208,20900.0, Compact,Yes,26360.0,Manual,Benzine,Grey,5.0,1199.0,6.0,97.0,Front,No,Green,Cloth,74.0,4.2,2.0,Advanced,Advanced,Advanced
Peugeot 208,25950.0, Compact,Yes,31119.0,Automatic,Benzine,Yellow,5.0,1199.0,5.0,103.0,Front,No,Green,Part leather,96.0,4.646601941747573,2.0,Advanced,Advanced,Advanced
Peugeot 208,16990.0, Compact,No,13622.0,Manual,Benzine,White,5.0,1200.0,6.0,123.0,Front,No,Red,Cloth,74.0,4.4,2.0,Advanced,Basic,Advanced
Peugeot 208,15799.0, Compact,Yes,46617.0,Manual,Diesel,Black,5.0,1499.0,5.0,105.0,Front,No,Red,Cloth,76.0,5.363296118968507,2.0,Advanced,Advanced,Advanced
Peugeot 208,18200.0, Compact,No,27888.0,Manual,Benzine,Silver,5.0,1199.0,6.0,97.0,Front,Yes,No sticker,Cloth,74.0,4.2,2.0,Advanced,Advanced,Advanced
Peugeot 208,17812.0, Compact,No,25810.0,Manual,Benzine,Yellow,5.0,1199.0,6.0,98.0,Front,Yes,Yellow,Cloth,74.0,4.3,2.0,Advanced,Advanced,Advanced
Peugeot 208,21990.0, Compact,Yes,7384.0,Automatic,Benzine,White,5.0,1199.0,8.0,105.0,Front,No,Yellow,Cloth,96.0,4.5,2.0,Enhanced,Basic,Basic
Peugeot 208,20499.0, Compact,Yes,13035.0,Manual,Benzine,Yellow,5.0,1199.0,5.0,118.0,Front,No,No sticker,Cloth,76.0,4.646601941747573,2.0,Advanced,Advanced,Advanced
Peugeot 208,17999.0, Compact,Yes,41580.0,Manual,Diesel,Red,5.0,1499.0,5.0,105.0,Front,No,Green,Cloth,76.0,5.363296118968507,2.0,Advanced,Advanced,Advanced
Peugeot 208,18999.0, Compact,Yes,14839.0,Manual,Benzine,Yellow,5.0,1199.0,5.0,96.0,Front,No,Green,Cloth,76.0,4.646601941747573,2.0,Advanced,Advanced,Advanced
Peugeot 208,15499.0, Compact,No,16093.0,Manual,Benzine,Yellow,5.0,1199.0,5.0,123.0,Front,No,Green,Other,56.0,4.646601941747573,2.0,Advanced,Enhanced,Advanced
Peugeot 208,23300.0, Sedan,Yes,39095.0,Automatic,Benzine,Blue,5.0,1199.0,5.0,105.0,Front,No,Green,Part leather,96.0,4.617857142857143,2.0,Enhanced,Basic,Advanced
Peugeot 208,18690.0, Sedan,Yes,46400.0,Manual,Diesel,Grey,5.0,1499.0,6.0,109.0,Front,Yes,Green,Part leather,74.0,5.542237091073075,2.0,Advanced,Advanced,Enhanced
Peugeot 208,22450.0, Sedan,No,28097.0,Automatic,Benzine,Grey,5.0,1199.0,6.0,98.0,Front,No,Green,Full leather,74.0,4.3,2.0,Advanced,Advanced,Advanced
Peugeot 208,20900.0, Sedan,Yes,29967.0,Manual,Diesel,Yellow,5.0,1500.0,5.0,105.0,Front,No,Green,Full leather,73.0,4.2,2.0,Enhanced,Basic,Advanced
Peugeot 208,15990.0, Sedan,No,60000.0,Manual,Benzine,Grey,5.0,1199.0,5.0,105.0,Front,No,Green,Full leather,55.0,4.617857142857143,2.0,Advanced,Enhanced,Advanced
Peugeot 208,14990.0, Sedan,No,20715.0,Manual,Benzine,Grey,5.0,1199.0,5.0,97.0,Front,No,No sticker,Full leather,55.0,4.1,2.0,Enhanced,Enhanced,Advanced
Peugeot 208,20990.0, Sedan,Yes,14355.0,Automatic,Benzine,Grey,5.0,1199.0,8.0,99.0,Front,Yes,No sticker,Cloth,74.0,4.617857142857143,2.0,Advanced,Advanced,Enhanced
Peugeot 208,21500.0, Sedan,Yes,36567.0,Automatic,Benzine,Yellow,5.0,1199.0,5.0,105.0,Front,No,No sticker,Full leather,96.0,4.617857142857143,2.0,Enhanced,Basic,Advanced
